Episode,TotalReward,FinalPosition,MaxPosition
0,-200.0,-0.4160086823683067,-0.27373730375328514
1,-200.0,-0.5231342859454673,-0.3022882387623331
2,-200.0,-0.8627778574717283,-0.17768836631136536
3,-200.0,-0.8782245950034127,-0.1178590061972518
4,-200.0,-0.6316985383932714,-0.1312423423646148
5,-200.0,-0.34709169433444687,-0.024859717206044536
6,-200.0,-0.6247880283108337,-0.114548453309138
7,-200.0,-0.3267961966208541,-0.14026098449867724
8,-200.0,-0.9184813906487449,-0.22794590886336494
9,-200.0,-0.8583306791149723,-0.22744277627695192
10,-200.0,-0.7469119246646451,-0.3993788454354834
11,-200.0,-0.8148549591845918,-0.2516513361932809
12,-200.0,-0.8414540928940921,-0.16984229264374204
13,-200.0,-0.7423669923773238,-0.11054093044366844
14,-200.0,-0.4813303125203982,-0.3484113739709588
15,-200.0,-0.612926034565459,-0.24328682599830068
16,-200.0,-0.8051785559989864,-0.09593585399545927
17,-200.0,-0.6253647287291704,-0.08407225819474744
18,-200.0,-0.6092282827624872,-0.41008659796684666
19,-200.0,-0.33976986416395744,-0.33976986416395744
20,-200.0,-0.8692293411908532,-0.1825284805630551
21,-200.0,-0.7184256042888845,-0.11104380093808865
22,-200.0,-0.5292169311458212,-0.4044127552058571
23,-200.0,-0.9223884966922128,-0.1290766876725156
24,-200.0,-0.9401690698636345,-0.1678320123975296
25,-200.0,-0.9444367815965137,-0.1679489067399325
26,-200.0,-0.7980609103242126,-0.22792135190043403
27,-200.0,-0.3131861653464916,-0.301780213478793
28,-200.0,-0.701428728965132,-0.3455838667378539
29,-200.0,-0.4600338469190904,-0.1419656347874568
30,-200.0,-0.3725790195511075,-0.2964466713932931
31,-200.0,-0.965088637828175,-0.13969545830564514
32,-200.0,0.008572569879050303,0.009228205514709362
33,-200.0,-0.412828364463371,-0.17978403727812636
34,-200.0,-0.37800493260840057,-0.36718518582165294
35,-200.0,-0.5279341917473321,-0.21045644335109487
36,-200.0,-0.8562329240141653,-0.15563637094674007
37,-200.0,-0.40674359836291807,-0.38994027607832904
38,-200.0,-0.7164491139294847,-0.3189203058042324
39,-200.0,-0.770376782032743,-0.24992957876501842
40,-200.0,-0.3892572267122679,-0.2681025317052257
41,-200.0,-1.1126019648937786,-0.05599559840664542
42,-200.0,-0.6603244329270337,-0.3769444404763416
43,-200.0,-0.03133383948130114,-0.03133383948130114
44,-200.0,-0.5333981066806509,-0.21621602051571578
45,-200.0,0.02314475728244418,0.02314475728244418
46,-200.0,-0.7145565526098304,-0.32860526867132317
47,-200.0,-0.5216182022426349,-0.34393990370188976
48,-200.0,-0.07848082142044627,-0.027381033920900154
49,-200.0,-0.26897514883167123,-0.2249400356083052
50,-200.0,-0.4056768997282826,-0.33620999399269746
51,-200.0,-0.2974001567835911,-0.09239972335427167
52,-200.0,-0.46361864474426445,0.02977411728660832
53,-200.0,-0.18201645144391526,-0.18201645144391526
54,-200.0,-0.5002763688775063,-0.4632511114213144
55,-200.0,-0.4857394425506329,-0.48281907519307693
56,-200.0,-0.5441179768462437,-0.4726858766769676
57,-200.0,-0.5871332348082036,-0.42364529321997196
58,-200.0,-0.9134786769533481,-0.1550904552874691
59,-200.0,-0.7932281455603282,-0.20958816218924745
60,-200.0,-0.43079616750900407,-0.43079616750900407
61,-200.0,-0.3826127749095174,-0.2932798656411287
62,-200.0,-0.6373961436482354,-0.25286884477263416
63,-200.0,-0.3725145184702362,-0.3725145184702362
64,-200.0,-0.27405561116158417,-0.1905556149833417
65,-200.0,-0.7593711037645906,-0.09552513187570864
66,-200.0,-0.1937404943714132,0.0027901572627563064
67,-200.0,-0.6476970069742423,-0.23952992978062534
68,-200.0,-0.7223620844800268,-0.23266857542512706
69,-200.0,-0.9145516459861042,-0.18182987939329898
70,-200.0,-0.4749596984320406,-0.45692560971152857
71,-200.0,-0.10927960476075001,-0.10927960476075001
72,-200.0,-0.32772264519187844,-0.32772264519187844
73,-200.0,-0.6464053852427255,-0.4096923221156795
74,-200.0,-0.3825666526421016,-0.17329748756975996
75,-200.0,-0.15147116331106547,0.0674522746464556
76,-200.0,-0.3022261167659751,-0.2983511634371025
77,-200.0,-1.055878384270074,0.033805504326795306
78,-200.0,-0.2852255043566334,-0.19689963573027777
