Episode,"Reward, FinalPosition",MaxPosition
0,-200.0,-0.5269449895921002,-0.4696444194860794
1,-200.0,-0.4967225713351435,-0.41280901316767077
2,-200.0,-0.5323835748073338,-0.42948030420968053
3,-200.0,-0.5207696776480076,-0.4870210480206688
4,-200.0,-0.5248464350321854,-0.5094897480355786
5,-200.0,-0.5204335946903588,-0.45765880212995513
6,-200.0,-0.5580694865272767,-0.4149220366782769
7,-200.0,-0.500148791866201,-0.4142866381680781
8,-200.0,-0.5202774599472622,-0.4638274091160407
9,-200.0,-0.5784530614192934,-0.4193025242741818
10,-200.0,-0.5204379175636391,-0.4791809426239644
11,-200.0,-0.5295267214145106,-0.4265884937827104
12,-200.0,-0.5205780060652111,-0.45433196733719283
13,-200.0,-0.52338073824106,-0.44275157542251
14,-200.0,-0.536158938715423,-0.4024001528763144
15,-200.0,-0.521000407624609,-0.4911730700531158
16,-200.0,-0.5244123519943721,-0.4418495044535958
17,-200.0,-0.5303067962161285,-0.4285023804513427
18,-200.0,-0.5261906420393109,-0.491281805356353
19,-200.0,-0.5249137497639315,-0.5086904636545232
20,-200.0,-0.5838967631169056,-0.4199381816306571
21,-200.0,-0.5233572748722702,-0.4431755876956826
22,-200.0,-0.5265536771646757,-0.48442376388414465
23,-200.0,-0.5252974441114007,-0.503989200805598
24,-200.0,-0.5245635862781248,-0.4395581859994625
25,-200.0,-0.5220522151802751,-0.5058847871787511
26,-200.0,-0.5202882877653506,-0.4730435873002603
27,-200.0,-0.5269376613959985,-0.46535816365023946
28,-200.0,-0.5269108988590234,-0.4632237818057191
29,-200.0,-0.476331289254071,-0.4042278813989576
30,-200.0,-0.5203858106145388,-0.47747124286071596
31,-200.0,-0.5264254834084895,-0.48706685727852167
32,-200.0,-0.5250228836929997,-0.5073801726961491
33,-200.0,-0.5254338634653706,-0.5022426625566774
34,-200.0,-0.5214036734434773,-0.4973618995922435
35,-200.0,-0.5207600774229149,-0.4868331730822821
36,-200.0,-0.5239171759419227,-0.5200706585644952
37,-200.0,-0.5254638191126629,-0.5018526365274869
38,-200.0,-0.5256813741304741,-0.4375207100220725
39,-200.0,-0.5265267487106018,-0.48500653602060256
40,-200.0,-0.526821712865939,-0.4593824006394502
41,-200.0,-0.5369750328972404,-0.4033942467906525
42,-200.0,-0.5221649007496678,-0.5072607026753427
43,-200.0,-0.5251947230243763,-0.5052754866212308
44,-200.0,-0.5266289309140716,-0.48269519395550714
45,-200.0,-0.5268281236296983,-0.47687093817318366
46,-200.0,-0.5202638788198957,-0.46494071804282544
47,-200.0,-0.45858250012933927,-0.40967894805410926
48,-200.0,-0.526806606099749,-0.4588985386838596
49,-200.0,-0.5290595811792707,-0.4321126443490454
50,-200.0,-0.5241917755738793,-0.5170058259632729
51,-200.0,-0.46074884747282563,-0.4078582840767223
52,-200.0,-0.526948225262118,-0.467195867492995
53,-200.0,-0.5250747047907586,-0.5067511554237117
54,-200.0,-0.5264635225116329,-0.4515415226238157
55,-200.0,-0.5245791574707077,-0.4393401070872722
56,-200.0,-0.5202482816987279,-0.4678538453053796
57,-200.0,-0.5185794974997441,-0.40139220454031727
58,-200.0,-0.520527147262821,-0.45539338918677014
59,-200.0,-0.5268231804585707,-0.4594309706022162
60,-200.0,-0.5222175027976376,-0.44627926817843566
61,-200.0,-0.5244520046218604,-0.5140636394530831
62,-200.0,-0.520324074126347,-0.46131966675531677
63,-200.0,-0.5259106843943676,-0.49566838858748397
64,-200.0,-0.5213536593462046,-0.4966445421508001
65,-200.0,-0.5267747552780493,-0.4579597525163516
66,-200.0,-0.5268252059333907,-0.47698013648991167
67,-200.0,-0.5268880661422959,-0.46198789957484554
68,-200.0,-0.5262868364143979,-0.4896313579837692
69,-200.0,-0.524136272125874,-0.5176279622809631
70,-200.0,-0.5204712005596678,-0.4566883244131534
71,-200.0,-0.4594658676941332,-0.4087476856909479
72,-200.0,-0.5009150330011203,-0.4139900025623268
73,-200.0,-0.5209616488066563,-0.4905166540331474
74,-200.0,-0.5202786587112241,-0.4637434781450541
75,-200.0,-0.523593130205149,-0.5235362970973406
76,-200.0,-0.5264168570376598,-0.4872341349786861
77,-200.0,-0.5262132979525158,-0.49090108179334146
78,-200.0,-0.5255552394918525,-0.5006462091225784
79,-200.0,-0.5242453853878236,-0.5164033244749042
80,-200.0,-0.5267679184474497,-0.4577703240505388
81,-200.0,-0.5239215040547831,-0.5200225679956251
82,-200.0,-0.5215337948397187,-0.49917838728143593
83,-200.0,-0.5252907177644117,-0.5040741435909855
84,-200.0,-0.5303029490395538,-0.42855035543275377
85,-200.0,-0.5226626655982404,-0.5131147428299913
86,-200.0,-0.5212789138450606,-0.49554996925831474
87,-200.0,-0.5215894403598026,-0.4999355253254434
88,-200.0,-0.5205974749447164,-0.48337854878931574
89,-200.0,-0.5211250436323291,-0.4931980194898553
90,-200.0,-0.5203764804566149,-0.477134926200925
91,-200.0,-0.4800277115810213,-0.4147077262544554
92,-200.0,-0.5369904301935472,-0.4033049712044768
93,-200.0,-0.5239260857187541,-0.5199716543160363
94,-200.0,-0.5154509821098835,-0.413838969189795
95,-200.0,-0.52361102040683,-0.42614303997409586
96,-200.0,-0.5232773553757406,-0.5200367049238855
97,-200.0,-0.5249441124407604,-0.508327784879204
98,-200.0,-0.5202490206302328,-0.46732031408648883
99,-200.0,-0.5207885251561131,-0.45067879183750176
