Episode,TotalReward,FinalPosition,MaxPosition
0,-200.0,-0.5,-0.4
1,-200.0,-0.4,-0.4
2,-200.0,-0.5,-0.4
3,-200.0,-0.5,-0.5
4,-200.0,-0.4,-0.4
5,-200.0,-0.6,-0.5
6,-200.0,-0.5,-0.4
7,-200.0,-0.5,-0.4
8,-200.0,-0.5,-0.5
9,-200.0,-0.4,-0.4
10,-200.0,-0.5,-0.4
11,-200.0,-0.5,-0.4
12,-200.0,-0.4,-0.4
13,-200.0,-0.6,-0.5
14,-200.0,-0.6,-0.4
15,-200.0,-0.3,-0.3
16,-200.0,-0.6,-0.4
17,-200.0,-0.6,-0.5
18,-200.0,-0.6,-0.4
19,-200.0,-0.3,-0.3
20,-200.0,-0.6,-0.4
21,-200.0,-0.5,-0.5
22,-200.0,-0.5,-0.3
23,-200.0,-0.5,-0.4
24,-200.0,-0.5,-0.5
25,-200.0,-0.5,-0.5
26,-200.0,-0.4,-0.4
27,-200.0,-0.6,-0.4
28,-200.0,-0.5,-0.4
29,-200.0,-0.5,-0.4
30,-200.0,-0.5,-0.4
31,-200.0,-0.6,-0.5
32,-200.0,-0.5,-0.4
33,-200.0,-0.5,-0.5
34,-200.0,-0.5,-0.4
35,-200.0,-0.7,-0.4
36,-200.0,-0.4,-0.4
37,-200.0,-0.6,-0.4
38,-200.0,-0.5,-0.5
39,-200.0,-0.6,-0.4
40,-200.0,-0.5,-0.4
41,-200.0,-0.6,-0.5
42,-200.0,-0.5,-0.4
43,-200.0,-0.6,-0.5
44,-200.0,-0.5,-0.2
45,-200.0,-0.4,-0.4
46,-200.0,-0.5,-0.4
47,-200.0,-0.4,-0.4
48,-200.0,-0.5,-0.4
49,-200.0,-0.5,-0.3
50,-200.0,-0.5,-0.4
51,-200.0,-0.5,-0.4
52,-200.0,-0.6,-0.4
53,-200.0,-0.5,-0.4
54,-200.0,-0.5,-0.4
55,-200.0,-0.5,-0.5
56,-200.0,-0.4,-0.3
57,-200.0,-0.5,-0.4
58,-200.0,-0.7,-0.3
59,-200.0,-0.7,-0.4
60,-200.0,-0.5,-0.5
61,-200.0,-0.6,-0.4
62,-200.0,-0.5,-0.5
63,-200.0,-0.6,-0.5
64,-200.0,-0.5,-0.4
65,-200.0,-0.5,-0.4
66,-200.0,-0.5,-0.4
67,-200.0,-0.7,-0.4
68,-200.0,-0.5,-0.5
69,-200.0,-0.7,-0.3
70,-200.0,-0.7,-0.4
71,-200.0,-0.4,-0.3
72,-200.0,-0.5,-0.5
73,-200.0,-0.6,-0.4
74,-200.0,-0.6,-0.4
75,-200.0,-0.5,-0.4
76,-200.0,-0.5,-0.4
77,-200.0,-0.4,-0.4
78,-200.0,-0.6,-0.4
79,-200.0,-0.6,-0.4
80,-200.0,-0.4,-0.3
81,-200.0,-0.5,-0.4
