Episode,"Reward, FinalPosition",MaxPosition
0,-107.0,0.5215018495083364,0.5215018495083364
1,-93.0,0.5057749729863692,0.5057749729863692
2,-107.0,0.5132395031393583,0.5132395031393583
3,-106.0,0.5000089724891637,0.5000089724891637
4,-97.0,0.510766866393096,0.510766866393096
5,-142.0,0.504760070943669,0.504760070943669
6,-108.0,0.5173708124766181,0.5173708124766181
7,-108.0,0.5202424694502047,0.5202424694502047
8,-91.0,0.5046508289346759,0.5046508289346759
9,-107.0,0.5074529698841912,0.5074529698841912
10,-105.0,0.5105020610314304,0.5105020610314304
11,-86.0,0.5137539918199621,0.5137539918199621
12,-105.0,0.5125755376234906,0.5125755376234906
13,-106.0,0.5023731933412572,0.5023731933412572
14,-88.0,0.5130746179962488,0.5130746179962488
15,-105.0,0.5013128906257152,0.5013128906257152
16,-106.0,0.5112268505478561,0.5112268505478561
17,-140.0,0.5173209653802653,0.5173209653802653
18,-141.0,0.5231048827539575,0.5231048827539575
19,-87.0,0.5120752905921016,0.5120752905921016
20,-90.0,0.5100198037988707,0.5100198037988707
21,-140.0,0.5053036323734929,0.5053036323734929
22,-151.0,0.5049956621027429,0.5049956621027429
23,-90.0,0.5124550528271034,0.5124550528271034
24,-85.0,0.507731228841012,0.507731228841012
25,-107.0,0.5085391770438453,0.5085391770438453
26,-157.0,0.5034121341880781,0.5034121341880781
27,-147.0,0.514351611586036,0.514351611586036
28,-147.0,0.5224792470232281,0.5224792470232281
29,-154.0,0.5172236995480777,0.5172236995480777
30,-105.0,0.5056525556979339,0.5056525556979339
31,-106.0,0.511995926741403,0.511995926741403
32,-95.0,0.5036991865004666,0.5036991865004666
33,-88.0,0.5027200593918469,0.5027200593918469
34,-106.0,0.5136181512220018,0.5136181512220018
35,-98.0,0.5010850790192197,0.5010850790192197
36,-106.0,0.5045204282127266,0.5045204282127266
37,-105.0,0.5032273748254796,0.5032273748254796
38,-106.0,0.5058170813048508,0.5058170813048508
39,-109.0,0.5055315463546779,0.5055315463546779
40,-154.0,0.5197958750310439,0.5197958750310439
41,-140.0,0.5172161216669254,0.5172161216669254
42,-110.0,0.5060795991011586,0.5060795991011586
43,-107.0,0.5001066224293028,0.5001066224293028
44,-154.0,0.5152736409270285,0.5152736409270285
45,-107.0,0.5010056105743921,0.5010056105743921
46,-96.0,0.5134678722262817,0.5134678722262817
47,-112.0,0.5022968830416786,0.5022968830416786
48,-107.0,0.5110206968116086,0.5110206968116086
49,-141.0,0.5212893045483343,0.5212893045483343
50,-139.0,0.5222427130707111,0.5222427130707111
51,-156.0,0.50435485283232,0.50435485283232
52,-121.0,0.509696188363602,0.509696188363602
53,-138.0,0.5036628671682645,0.5036628671682645
54,-138.0,0.5178206187719872,0.5178206187719872
55,-136.0,0.5081950217716235,0.5081950217716235
56,-137.0,0.515860140710267,0.515860140710267
57,-105.0,0.5004240760520303,0.5004240760520303
58,-147.0,0.5215063658882356,0.5215063658882356
59,-112.0,0.5134363410221678,0.5134363410221678
60,-153.0,0.5014227792343458,0.5014227792343458
61,-96.0,0.5137107710500457,0.5137107710500457
62,-135.0,0.5163406504747491,0.5163406504747491
63,-137.0,0.5026408590603282,0.5026408590603282
64,-98.0,0.5015134986331383,0.5015134986331383
65,-118.0,0.5074694122657812,0.5074694122657812
66,-139.0,0.5215063658882356,0.5215063658882356
67,-137.0,0.5036751348203679,0.5036751348203679
68,-128.0,0.5088683032175021,0.5088683032175021
69,-90.0,0.5020382335981549,0.5020382335981549
70,-107.0,0.5014268520131887,0.5014268520131887
71,-143.0,0.5157550704496707,0.5157550704496707
72,-139.0,0.5224846503635922,0.5224846503635922
73,-155.0,0.5079077600050733,0.5079077600050733
74,-88.0,0.5139335138991069,0.5139335138991069
75,-112.0,0.5052213109275994,0.5052213109275994
76,-129.0,0.5081074701392033,0.5081074701392033
77,-106.0,0.5171481150405419,0.5171481150405419
78,-105.0,0.5022307686566543,0.5022307686566543
79,-159.0,0.5237813877527847,0.5237813877527847
80,-150.0,0.5127596001092329,0.5127596001092329
81,-150.0,0.5159201251700939,0.5159201251700939
82,-107.0,0.5032684559921887,0.5032684559921887
83,-160.0,0.5262064403452464,0.5262064403452464
84,-104.0,0.5036903231762532,0.5036903231762532
85,-92.0,0.5069215080727427,0.5069215080727427
86,-88.0,0.5050229434664782,0.5050229434664782
87,-108.0,0.5180358398201196,0.5180358398201196
88,-96.0,0.5123160043456089,0.5123160043456089
89,-107.0,0.5172053166871837,0.5172053166871837
90,-144.0,0.5137451374999492,0.5137451374999492
91,-140.0,0.5247926182608958,0.5247926182608958
92,-138.0,0.510093442665584,0.510093442665584
93,-165.0,0.5247926182608958,0.5247926182608958
94,-139.0,0.5144580982526558,0.5144580982526558
95,-102.0,0.5079145342453012,0.5079145342453012
96,-138.0,0.5017159174023351,0.5017159174023351
97,-138.0,0.5038471273728378,0.5038471273728378
98,-146.0,0.5188907881262127,0.5188907881262127
99,-100.0,0.5083361705779708,0.5083361705779708
