Episode,TotalReward,FinalPosition,MaxPosition
0,-200.0,-0.6898849775939663,-0.30324873406522446
1,-200.0,-0.6397967907725567,-0.2411624369367731
2,-200.0,-0.16943448369453384,-0.16943448369453384
3,-200.0,-0.5207618686521557,-0.18807491140877605
4,-200.0,-0.30821318211508064,-0.08728621653833257
5,-200.0,-0.910646825267827,-0.05199248176607299
6,-200.0,-0.183886278821072,-0.183886278821072
7,-200.0,-0.9268252218610056,-0.15697752306831966
8,-200.0,-0.8373966242108672,-0.07430909809180383
9,-200.0,-0.3228360626363002,0.03949534904408638
10,-200.0,-0.4396816854081832,-0.06837734871617082
11,-200.0,-1.1977581039591645,0.027810568566991246
12,-200.0,-0.4510773325206455,-0.18481216907936998
13,-200.0,-0.49641360225537434,-0.08754201311591688
14,-200.0,-0.2181067160445288,-0.17209771890819692
15,-200.0,-0.7719257243450737,-0.10350090075142451
16,-200.0,0.005282572229242758,0.005282572229242758
17,-200.0,-0.2897714014628676,-0.27286156851107385
18,-200.0,-0.9411537266024911,0.07254636272381886
19,-200.0,-0.4739026092144141,-0.17182581429586147
20,-200.0,-0.2566408465127814,-0.0994879961968581
21,-200.0,-0.02355085408904084,-0.02355085408904084
22,-200.0,-0.7670155130376833,-0.07972995528636549
23,-200.0,-1.0848898457450136,-0.038668513848603016
24,-200.0,-1.1085424327156803,0.21474103841052297
25,-200.0,-1.1156785063899024,-0.048538687711540796
26,-200.0,-1.0479968943678746,-0.02438303367005717
27,-200.0,0.09096440036912767,0.09096440036912767
28,-200.0,-0.7663018105106161,0.15772913554592427
29,-200.0,-1.1231135305998678,0.04682616749503655
30,-200.0,-0.851639149410962,0.19953635531584515
31,-200.0,-0.7046393085710976,-0.15382498073834638
32,-200.0,-1.0079944238334044,0.002759927313771364
33,-200.0,-0.48310144582865255,0.021115781271768542
34,-200.0,-1.1764884636894501,0.08294498950193556
35,-200.0,-1.094337359592952,-0.07764385438668353
36,-200.0,-1.032087247218228,0.04535175606107612
37,-200.0,0.16439092555308213,0.16439092555308213
38,-200.0,-0.4228186966174455,0.06273882484982378
