Episode,TotalReward,FinalPosition,MaxPosition
0,-200.0,-0.2970165908977619,-0.29079345276149554
1,-200.0,-0.5369003031857142,-0.22031948817519548
2,-200.0,-0.9145883684999404,-0.19717368561992965
3,-200.0,-1.041399306414884,-0.04849781525153113
4,-200.0,-0.7306288593136198,-0.22613584300099632
5,-200.0,-0.9447313543067799,-0.08733586718599906
6,-200.0,-0.814113432283657,-0.12852990933841205
7,-200.0,-0.614821669817257,-0.11690877781859929
8,-200.0,-0.18614436323454336,-0.18614436323454336
9,-200.0,-0.6861686063943802,-0.0906389535844594
10,-200.0,-0.8374079713588236,-0.10990768729415003
11,-200.0,-0.6559834396633644,-0.006557649506794162
12,-200.0,-0.6266254135318979,-0.18183137647618422
13,-200.0,-1.0812408424731264,-0.008390881222886622
14,-200.0,-0.1337581874678478,-0.023447498802436004
15,-200.0,-1.0927763841343707,0.041529135190849
16,-200.0,0.20248174546483355,0.20248174546483355
17,-200.0,-1.158056583590295,0.06560030579213644
18,-200.0,-1.1701647014094172,0.11930657870902468
19,-200.0,-1.1013008239868485,0.09464878696130395
20,-200.0,-0.9457284402864621,0.05707382553377129
21,-200.0,-0.5691945432364334,-0.16267039538687705
22,-200.0,-0.5512044657043003,-0.1117587441204724
23,-200.0,0.08059676065689025,0.09944851042003303
24,-200.0,-1.1579629722622424,0.1003176108067511
25,-200.0,-0.8348982355069828,-0.06540264147303101
26,-200.0,-1.0095029719699258,-0.08635613331839406
27,-200.0,0.24640617091709655,0.26305601493457054
28,-200.0,0.31636275580025647,0.3178970236935881
29,-200.0,-0.4575545282398176,-0.13003461743605862
30,-200.0,-0.5395354633384877,0.26374840236616753
31,-200.0,-0.7208851831612519,0.015603915491866533
32,-200.0,-0.9647331360186036,0.011393200868379747
33,-200.0,-0.11694594665217686,0.16568966054625206
34,-200.0,-0.9928686653353642,0.21900426345399962
35,-200.0,-0.5875181052325666,-0.19083734528164886
36,-200.0,-0.021132375507125743,-0.021132375507125743
37,-200.0,-0.2690182316009873,0.11737952785242738
38,-200.0,-0.7895999226752186,0.002344736897428136
39,-200.0,-0.6236469362492875,-0.02693915344835423
40,-200.0,-0.587820111519237,-0.09037621329217449
41,-200.0,-0.9983271959805905,0.09090598713671304
42,-200.0,-1.1785010292697369,0.05870270552892918
43,-200.0,0.4039283334515925,0.4039283334515925
44,-200.0,0.19041561679039853,0.19041561679039853
45,-200.0,0.1842308623532677,0.1842308623532677
46,-200.0,-1.197306470383677,0.20052238740869543
47,-200.0,0.23483432905604484,0.24320241247128072
48,-200.0,0.04781937585922684,0.04781937585922684
49,-200.0,-1.077987324194146,0.19992732598561855
50,-200.0,-0.9998706364596069,0.12196253464210148
51,-200.0,-0.2799554080434803,-0.07619738923952213
52,-200.0,-0.4688091685447945,-0.12168531904414068
53,-200.0,-0.1525383848771738,0.20854210977285503
54,-200.0,-0.9667905014865185,0.1202468657048621
55,-175.0,0.5085969509497558,0.5085969509497558
56,-166.0,0.5028322141919846,0.5028322141919846
57,-200.0,-0.7385174585779318,-0.1184436621267572
58,-200.0,0.47713372116924285,0.47713372116924285
59,-200.0,0.33649348849170163,0.33649348849170163
60,-170.0,0.5015565055157993,0.5015565055157993
61,-199.0,0.5073712542682989,0.5073712542682989
62,-200.0,0.4157392541328846,0.4157392541328846
63,-200.0,-0.9566510413669542,0.2981767263117034
64,-200.0,0.3289980700599292,0.34060093007685144
65,-200.0,-0.8324044249633443,0.04959782782574453
66,-188.0,0.5008089947837037,0.5008089947837037
67,-200.0,-1.1774884636894503,0.2455006883315507
68,-200.0,-0.8483641361958215,0.018491211633229185
69,-200.0,-0.9088495427304104,0.06098099154771524
70,-200.0,0.2703589182847789,0.2703589182847789
71,-200.0,-0.27637284382562965,0.4124087099559666
72,-200.0,-0.9963399478271001,0.06364102840618491
