Episode,"Reward, FinalPosition",MaxPosition
0,-106.0,0.5189058044551564,0.5189058044551564
1,-106.0,0.5131669906398446,0.5131669906398446
2,-91.0,0.5136295066279699,0.5136295066279699
3,-103.0,0.5088863343461684,0.5088863343461684
4,-106.0,0.5118486480173579,0.5118486480173579
5,-106.0,0.5025244729433207,0.5025244729433207
6,-106.0,0.52144446510108,0.52144446510108
7,-104.0,0.5023486258325236,0.5023486258325236
8,-105.0,0.5078548046249732,0.5078548046249732
9,-105.0,0.5076363358596904,0.5076363358596904
10,-106.0,0.5166618236957519,0.5166618236957519
11,-151.0,0.5255897005174328,0.5255897005174328
12,-116.0,0.5039959446738776,0.5039959446738776
13,-106.0,0.517210785284695,0.517210785284695
14,-130.0,0.5083555618644725,0.5083555618644725
15,-106.0,0.5158519885903714,0.5158519885903714
16,-105.0,0.5171216297854204,0.5171216297854204
17,-105.0,0.5083873895014764,0.5083873895014764
18,-94.0,0.5087101046387171,0.5087101046387171
19,-105.0,0.5073996131152771,0.5073996131152771
20,-94.0,0.5022976154856467,0.5022976154856467
21,-105.0,0.5063343585908996,0.5063343585908996
22,-105.0,0.5071395947971682,0.5071395947971682
23,-155.0,0.5276459517599987,0.5276459517599987
24,-90.0,0.5015076832605392,0.5015076832605392
25,-93.0,0.5137001341329593,0.5137001341329593
26,-90.0,0.50534734838958,0.50534734838958
27,-106.0,0.5099464553020424,0.5099464553020424
28,-107.0,0.5191830744431332,0.5191830744431332
29,-105.0,0.5070689110432343,0.5070689110432343
30,-105.0,0.5211867124646526,0.5211867124646526
31,-146.0,0.5253069598143122,0.5253069598143122
32,-144.0,0.5253069598143122,0.5253069598143122
33,-91.0,0.5055448529315626,0.5055448529315626
34,-106.0,0.5181060983283848,0.5181060983283848
35,-100.0,0.5051575310068859,0.5051575310068859
36,-105.0,0.502416977943764,0.502416977943764
37,-156.0,0.535809520999405,0.535809520999405
38,-106.0,0.5138643905498892,0.5138643905498892
39,-105.0,0.5100223377736123,0.5100223377736123
40,-105.0,0.5019584212852146,0.5019584212852146
41,-106.0,0.5228636714255458,0.5228636714255458
42,-97.0,0.5044476392790206,0.5044476392790206
43,-150.0,0.5071585780969335,0.5071585780969335
44,-114.0,0.5080303429218681,0.5080303429218681
45,-157.0,0.5071585780969335,0.5071585780969335
46,-127.0,0.5033135688800578,0.5033135688800578
47,-139.0,0.5071585780969335,0.5071585780969335
48,-94.0,0.5007754936194547,0.5007754936194547
49,-140.0,0.5071585780969335,0.5071585780969335
50,-95.0,0.5018764203198653,0.5018764203198653
51,-107.0,0.5179118172865416,0.5179118172865416
52,-106.0,0.516091419517259,0.516091419517259
53,-150.0,0.5182005836122411,0.5182005836122411
54,-153.0,0.5182005836122411,0.5182005836122411
55,-144.0,0.5182005836122411,0.5182005836122411
56,-150.0,0.5182005836122411,0.5182005836122411
57,-110.0,0.502186807901773,0.502186807901773
58,-146.0,0.5151711308127099,0.5151711308127099
59,-105.0,0.5089730524541894,0.5089730524541894
60,-145.0,0.5151711308127099,0.5151711308127099
61,-143.0,0.5151711308127099,0.5151711308127099
62,-141.0,0.5151711308127099,0.5151711308127099
63,-137.0,0.5151711308127099,0.5151711308127099
64,-137.0,0.5151711308127099,0.5151711308127099
65,-105.0,0.5022783262899896,0.5022783262899896
66,-138.0,0.5207176822564494,0.5207176822564494
67,-140.0,0.5207176822564494,0.5207176822564494
68,-106.0,0.5195993864670118,0.5195993864670118
69,-107.0,0.508990521916224,0.508990521916224
70,-106.0,0.5022472345853616,0.5022472345853616
71,-146.0,0.5174091743406131,0.5174091743406131
72,-145.0,0.5174091743406131,0.5174091743406131
73,-140.0,0.5174091743406131,0.5174091743406131
74,-107.0,0.5089871266340218,0.5089871266340218
75,-147.0,0.5174091743406131,0.5174091743406131
76,-107.0,0.5043825634590586,0.5043825634590586
77,-106.0,0.5131566701053952,0.5131566701053952
78,-146.0,0.5118637058833306,0.5118637058833306
79,-141.0,0.5108206246662268,0.5108206246662268
80,-145.0,0.5118637058833306,0.5118637058833306
81,-146.0,0.5108206246662268,0.5108206246662268
82,-105.0,0.5013770203310575,0.5013770203310575
83,-106.0,0.522995989765751,0.522995989765751
84,-105.0,0.5010292719385687,0.5010292719385687
85,-90.0,0.5081651171041446,0.5081651171041446
86,-139.0,0.5143797356360049,0.5143797356360049
87,-106.0,0.509773328816793,0.509773328816793
88,-106.0,0.505144037917164,0.505144037917164
89,-106.0,0.5122843121682497,0.5122843121682497
90,-100.0,0.509641508415833,0.509641508415833
91,-106.0,0.5021024185551318,0.5021024185551318
92,-108.0,0.5084272365345522,0.5084272365345522
93,-96.0,0.51116887254993,0.51116887254993
94,-146.0,0.5118637058833306,0.5118637058833306
95,-145.0,0.5108206246662268,0.5108206246662268
96,-106.0,0.5255240112343101,0.5255240112343101
97,-106.0,0.5140609561814723,0.5140609561814723
98,-105.0,0.5016617934662427,0.5016617934662427
99,-106.0,0.5103360397094309,0.5103360397094309
